"","Gender","Age","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Travel.Busi","Travel.Pers","ClassBusi","ClassEco","ClassEcoPlus","cluster"
"1455",1,21,1608,0,0,1,3,3,1,3,3,4,3,4,4,5,3,4,2,1,0,1,0,0,1
"1456",0,38,937,3,3,3,3,4,3,4,4,1,4,3,3,4,4,107,102,1,0,0,1,0,4
"1459",1,35,1389,2,2,2,2,4,2,1,4,3,5,2,3,3,4,1,9,1,0,0,1,0,1
"1460",1,12,1481,4,4,4,4,1,4,1,1,4,3,3,1,4,1,10,13,1,0,0,1,0,1
"1461",1,37,302,2,2,2,2,1,2,1,1,4,3,5,5,4,1,0,0,1,0,1,0,0,2
"1485",0,33,546,2,1,2,1,3,2,3,3,2,1,1,4,2,3,14,0,1,0,0,1,0,4
"1490",0,25,110,2,5,2,3,2,2,2,2,5,1,2,4,2,2,17,15,1,0,0,1,0,2
"1494",1,29,813,2,2,2,3,1,2,1,1,4,4,5,5,4,1,0,2,1,0,1,0,0,4
"1499",0,20,746,4,3,4,3,5,4,1,5,4,5,4,5,5,5,16,0,1,0,1,0,0,4
"1523",1,65,126,2,1,2,2,2,5,1,2,3,1,1,1,3,1,195,184,1,0,0,1,0,2
"1525",1,20,782,5,0,5,2,2,5,2,2,3,3,5,5,5,2,100,92,1,0,1,0,0,4
"1526",1,22,334,5,0,5,3,3,5,3,3,3,2,4,5,5,3,105,127,1,0,1,0,0,2
"1528",0,38,197,3,3,3,4,5,3,5,5,4,4,3,1,4,5,0,0,1,0,0,1,0,2
"1537",0,7,849,1,2,2,2,2,2,2,2,3,2,4,5,5,2,0,0,1,0,0,1,0,4
"1538",0,24,408,2,0,2,2,4,2,4,4,5,5,5,4,5,4,39,51,1,0,0,1,0,2
"1544",0,24,1008,4,4,4,4,5,4,5,5,2,5,4,2,4,5,114,99,1,0,0,1,0,1
"1545",0,44,862,1,1,1,4,4,1,4,4,1,4,4,3,1,4,0,0,1,0,0,1,0,4
"1550",0,26,196,1,1,1,1,5,1,5,5,3,5,4,4,4,5,0,0,1,0,1,0,0,2
"1555",1,26,440,2,2,2,3,3,2,3,3,3,3,3,1,4,3,36,18,1,0,0,1,0,2
"1558",1,38,86,4,0,4,3,5,4,5,5,3,3,2,5,5,5,0,0,1,0,0,1,0,2
"1560",1,25,628,3,0,3,3,2,3,4,2,5,2,3,2,2,2,0,0,1,0,0,1,0,4
"1572",0,23,1316,1,1,1,3,5,1,5,5,5,4,3,1,4,5,5,0,1,0,0,1,0,1
"1573",0,35,980,1,1,1,3,3,1,4,3,3,5,4,5,5,3,0,6,1,0,1,0,0,1
"1576",1,25,83,3,3,3,4,1,3,1,1,1,2,4,4,4,1,27,21,1,0,0,1,0,2
"1579",1,23,964,2,2,2,3,5,2,5,5,1,3,4,5,2,5,20,1,1,0,0,1,0,4
"1580",0,25,454,2,3,2,4,1,2,1,1,5,2,3,5,5,1,15,9,1,0,0,1,0,2
"1582",0,36,642,1,0,1,3,5,1,2,5,5,2,4,2,4,5,4,0,1,0,0,1,0,4
"1583",1,58,337,5,4,4,4,5,5,5,5,4,5,5,5,4,5,0,1,1,0,1,0,0,2
"1591",1,17,2133,2,2,2,3,2,2,2,2,1,4,4,4,4,2,0,11,1,0,0,1,0,3
"1594",1,27,109,4,4,4,4,3,4,3,3,5,3,4,4,4,3,58,38,1,0,1,0,0,2
"1598",1,36,598,3,3,3,3,3,3,3,3,3,5,4,3,3,3,2,0,1,0,0,0,1,4
"1601",0,20,967,3,3,3,2,5,3,5,5,4,2,2,3,5,5,6,0,1,0,0,1,0,4
"1604",1,20,759,3,3,3,3,1,3,1,1,4,1,4,1,4,1,8,11,1,0,0,1,0,4
"1606",1,42,710,3,3,3,4,2,3,2,2,2,5,4,4,3,2,0,0,1,0,1,0,0,4
"1621",1,40,236,3,3,3,3,3,3,3,3,4,2,3,1,3,3,4,20,1,0,1,0,0,2
"1630",0,37,1500,4,4,4,3,3,4,3,3,4,3,4,3,5,3,0,0,1,0,1,0,0,1
"1638",0,45,168,2,2,2,5,3,2,3,3,5,4,5,3,4,3,0,0,1,0,1,0,0,2
"1640",0,29,255,2,1,2,2,5,2,5,5,3,3,1,3,2,5,33,19,1,0,0,1,0,2
"1641",0,23,567,3,1,3,4,2,3,2,2,3,4,4,1,3,2,0,0,1,0,0,1,0,4
"1646",1,45,1119,1,1,1,1,1,1,1,1,1,5,2,1,1,1,0,0,1,0,1,0,0,1
"1649",1,40,204,2,0,2,3,5,2,5,5,3,2,5,3,1,5,0,0,1,0,0,1,0,2
"1652",0,38,404,4,4,4,4,5,4,5,5,5,5,4,4,5,5,0,0,1,0,1,0,0,2
"1653",0,42,1074,4,4,4,1,5,4,2,5,1,4,2,2,5,5,0,0,1,0,0,1,0,1
"1661",0,39,280,4,4,4,3,3,4,3,3,3,2,4,1,3,3,0,0,1,0,0,0,1,2
"1671",1,20,1024,4,4,4,4,4,4,4,4,5,5,4,4,5,4,0,0,1,0,1,0,0,1
"1678",0,28,689,3,3,3,1,1,3,1,1,4,5,5,3,4,1,8,0,1,0,1,0,0,4
"1681",0,20,307,3,2,3,1,3,4,4,1,2,2,1,4,4,4,71,138,1,0,0,0,1,2
"1686",0,36,1900,3,3,3,4,2,3,2,2,4,5,3,2,4,2,4,27,1,0,0,0,1,3
"1689",0,25,1242,2,2,2,3,4,2,4,4,2,3,4,1,4,4,0,0,1,0,0,1,0,1
"1690",1,39,621,4,0,4,2,2,4,2,2,3,3,5,1,2,2,0,18,1,0,0,1,0,4
"1693",0,28,1171,3,3,3,4,2,3,2,2,3,2,4,3,5,2,10,16,1,0,1,0,0,1
"1699",1,26,639,3,3,3,4,5,3,5,5,1,3,2,2,1,5,70,53,1,0,0,1,0,4
"1700",0,40,602,1,1,1,2,2,1,2,2,3,4,5,5,5,2,4,0,1,0,1,0,0,4
"1701",1,37,509,1,1,1,3,3,1,3,3,3,3,4,4,4,3,4,0,1,0,1,0,0,2
"1702",1,30,859,4,4,4,2,3,4,3,3,4,5,5,3,4,3,0,4,1,0,1,0,0,4
"1705",1,48,216,4,4,4,3,1,4,1,1,2,5,1,1,5,1,3,1,1,0,1,0,0,2
"1707",0,27,472,3,2,3,3,1,3,1,1,3,5,3,2,4,1,19,51,1,0,0,1,0,2
"1720",1,26,157,1,3,1,1,4,1,4,4,5,3,4,2,5,4,2,0,1,0,0,1,0,2
"1724",0,17,125,4,0,4,1,4,4,4,4,1,4,4,2,2,4,0,0,1,0,0,1,0,2
"1728",0,45,986,1,1,1,3,5,1,3,5,5,5,5,4,3,5,0,0,1,0,0,1,0,1
"1731",0,20,862,4,0,5,3,2,5,2,2,4,3,5,3,4,2,10,22,1,0,1,0,0,4
"1732",1,25,993,1,0,1,1,3,1,3,3,3,4,5,5,5,3,0,0,1,0,1,0,0,1
"1736",0,24,895,2,1,2,4,2,2,2,2,4,3,3,1,3,2,95,90,1,0,0,0,1,4
"1738",0,20,237,5,0,5,3,3,5,3,3,5,5,5,4,5,3,0,0,1,0,1,0,0,2
"1743",0,24,1037,3,1,3,2,1,3,1,1,3,1,1,3,1,1,0,7,1,0,0,0,1,1
"1750",0,28,2556,4,4,4,4,3,4,3,3,5,2,4,4,4,3,0,0,1,0,1,0,0,3
"1751",0,34,390,1,3,2,3,4,2,4,4,4,2,4,3,4,4,12,10,1,0,0,1,0,2
"1752",1,27,393,4,4,4,4,5,4,5,5,5,4,4,3,5,5,0,9,1,0,1,0,0,2
"1757",1,38,495,1,3,1,1,3,1,3,3,3,5,1,2,4,3,0,0,1,0,0,1,0,2
"1761",1,39,463,5,0,5,4,4,5,4,4,5,5,3,4,1,4,0,0,1,0,0,1,0,2
"1762",0,21,710,4,4,4,4,5,4,5,5,4,5,5,4,5,5,9,2,1,0,0,1,0,4
"1764",0,28,2615,2,2,2,4,2,1,1,2,4,2,4,1,4,1,1,15,1,0,0,1,0,3
"1771",1,39,164,2,0,2,3,1,2,1,1,3,2,4,4,4,1,0,0,1,0,0,1,0,2
"1772",1,14,787,3,3,3,4,2,3,2,2,3,1,3,3,3,2,106,107,1,0,0,1,0,4
"1773",0,23,602,5,0,5,2,2,5,1,2,3,3,4,4,4,2,0,0,1,0,1,0,0,4
"1796",0,44,480,3,3,3,4,4,3,4,4,3,3,4,5,4,4,2,0,1,0,1,0,0,2
"1797",1,9,921,1,1,1,3,1,1,1,1,1,4,4,2,3,1,29,24,1,0,0,1,0,4
"1799",0,26,1026,2,2,2,2,2,5,5,3,2,2,4,5,1,5,0,0,1,0,0,1,0,1
"1801",1,22,733,3,3,3,1,5,3,5,5,5,2,5,5,4,5,0,0,1,0,0,1,0,4
"1802",1,24,546,0,5,0,4,2,0,2,2,4,4,4,3,4,2,0,0,1,0,1,0,0,4
"1808",0,42,989,1,1,1,3,1,1,1,1,4,5,4,4,4,1,32,38,1,0,1,0,0,1
"1815",1,16,1107,3,4,3,3,1,3,3,1,1,5,3,2,4,1,0,0,1,0,1,0,0,1
"1816",1,22,1188,3,2,2,3,5,2,1,5,1,5,1,2,4,5,0,0,1,0,0,1,0,1
"1822",0,34,399,3,3,3,5,2,3,2,2,4,5,4,5,4,2,23,32,1,0,1,0,0,2
"1827",1,33,432,2,0,2,2,1,2,1,1,4,2,2,3,4,1,0,0,1,0,0,1,0,2
"1829",0,38,250,5,5,5,3,2,5,2,2,4,2,5,3,4,2,0,0,1,0,1,0,0,2
"1831",1,25,838,2,2,2,1,5,2,4,5,1,3,2,5,4,5,0,1,1,0,0,1,0,4
"1848",0,20,1119,3,3,3,4,5,3,5,5,1,3,4,4,4,5,10,51,1,0,0,1,0,1
"1851",1,39,920,4,3,3,1,3,1,5,3,2,4,4,5,5,5,113,171,1,0,1,0,0,4
"1856",1,35,1062,3,3,3,3,2,3,2,2,1,2,1,5,5,2,0,0,1,0,0,1,0,1
"1865",1,41,101,2,3,2,4,2,2,2,2,4,4,4,4,4,2,0,2,1,0,0,1,0,2
"1866",1,38,165,1,4,1,4,3,1,5,3,2,5,3,1,4,3,0,0,1,0,0,1,0,2
"1871",0,18,580,2,4,2,3,2,2,2,2,2,2,3,4,4,2,38,30,1,0,0,1,0,4
"1874",1,27,692,2,3,3,4,5,3,5,5,3,2,3,2,4,5,0,106,1,0,1,0,0,4
"1881",0,23,624,3,1,3,3,2,3,4,2,2,2,3,2,3,2,0,0,1,0,0,0,1,4
"1888",1,25,383,1,3,1,2,3,1,3,3,4,5,3,2,2,3,12,12,1,0,0,1,0,2
"1895",0,23,152,2,3,2,3,3,2,3,3,1,1,4,4,4,3,0,20,1,0,0,0,1,2
"1896",0,22,248,2,0,2,3,4,2,4,4,4,3,4,5,5,4,0,0,1,0,0,1,0,2
"1897",1,22,541,4,0,4,4,3,4,3,3,3,2,5,4,5,3,0,0,1,0,1,0,0,4
"1898",1,23,1306,4,4,4,3,1,4,1,1,3,4,2,1,2,1,0,0,1,0,0,1,0,1
"1899",1,26,639,4,4,4,5,2,4,2,2,4,4,5,3,4,2,26,22,1,0,1,0,0,4
"1906",0,30,1521,2,2,2,1,4,2,4,4,3,2,4,3,5,4,2,4,1,0,1,0,0,1
"1907",1,50,1024,3,3,3,1,1,3,1,1,1,2,4,1,4,1,1,21,1,0,0,1,0,1
"1912",0,43,1088,3,3,3,1,2,3,3,2,4,4,3,3,2,2,0,0,1,0,0,1,0,1
"1916",1,20,853,1,1,1,4,5,1,5,5,3,5,3,4,4,5,8,4,1,0,0,1,0,4
"1917",0,27,733,1,1,1,4,5,1,5,5,4,2,4,4,3,5,0,0,1,0,0,1,0,4
"1918",1,18,645,4,0,4,3,5,4,3,5,4,1,5,1,5,5,0,1,1,0,0,1,0,4
"1923",0,21,184,1,4,1,4,5,1,5,5,3,5,3,3,3,5,30,14,1,0,0,1,0,2
"1927",1,25,599,2,0,2,2,5,2,5,5,3,4,4,5,5,5,46,40,1,0,0,1,0,4
"1929",1,64,1379,3,2,2,2,1,3,1,1,4,1,2,4,3,1,0,9,1,0,0,0,1,1
"1931",1,23,991,0,5,0,1,1,0,1,1,3,3,4,4,5,1,0,0,1,0,1,0,0,1
"1933",1,15,910,2,2,2,4,5,2,1,5,4,3,4,2,3,5,9,15,1,0,0,1,0,4
"1951",0,36,649,3,2,3,3,5,3,5,5,4,3,4,4,3,5,0,0,1,0,0,1,0,4
"1958",0,39,2116,4,4,4,3,3,4,3,3,4,4,2,3,3,3,32,25,1,0,1,0,0,3
"1976",0,23,436,2,1,2,4,5,2,5,5,1,3,3,1,4,5,71,52,1,0,1,0,0,2
"1977",1,25,223,4,3,5,4,4,5,4,4,1,1,3,1,3,4,23,25,1,0,1,0,0,2
"1978",1,16,228,3,3,3,4,5,3,5,5,2,1,3,3,3,5,0,0,1,0,0,1,0,2
"1980",1,23,370,2,1,2,3,2,2,2,2,4,4,3,1,3,2,52,47,1,0,0,1,0,2
"1985",1,44,399,3,4,4,3,4,3,4,4,4,2,5,3,5,4,0,7,1,0,1,0,0,2
"1989",0,49,235,2,2,2,3,1,2,1,1,4,5,4,3,4,1,0,0,1,0,1,0,0,2
"1990",1,20,305,2,2,2,3,4,2,4,4,3,1,4,2,4,4,0,0,1,0,1,0,0,2
"1991",1,28,453,5,5,5,1,3,4,2,3,4,2,4,5,4,3,13,8,1,0,1,0,0,2
"1992",1,23,1199,4,4,4,3,3,4,5,3,3,2,4,5,5,3,0,0,1,0,0,1,0,1
"1994",1,22,325,5,5,5,4,3,5,3,3,2,4,4,4,1,3,0,0,1,0,0,1,0,2
"2005",0,24,395,3,3,3,3,5,3,5,5,3,5,4,2,4,5,52,48,1,0,1,0,0,2
"2007",1,40,762,2,2,2,1,4,2,4,4,4,2,2,3,4,4,1,0,1,0,0,1,0,4
"2009",1,14,866,5,0,5,4,4,5,4,4,5,3,5,3,5,4,0,0,1,0,1,0,0,4
"2019",0,19,1028,3,3,3,2,4,3,4,4,4,4,2,2,1,4,0,0,1,0,0,1,0,1
"2023",1,23,209,4,4,4,3,2,4,2,2,3,2,3,3,4,2,13,0,1,0,1,0,0,2
"2031",1,23,926,0,0,0,2,3,0,3,3,5,4,4,4,4,3,46,52,1,0,0,1,0,4
"2034",1,22,1135,2,2,2,1,4,2,2,4,5,5,4,3,4,4,0,0,1,0,0,1,0,1
"2035",1,25,171,3,1,3,2,4,3,4,4,3,4,1,3,2,4,0,0,1,0,0,1,0,2
"2049",1,25,481,4,5,3,4,3,3,3,3,5,5,5,1,5,3,0,0,1,0,0,1,0,2
"2053",1,26,2182,4,4,4,1,5,4,4,5,5,3,4,3,4,5,0,0,1,0,1,0,0,3
"2055",0,28,715,2,2,2,4,2,2,2,2,3,3,5,3,1,2,0,0,1,0,0,1,0,4
"2057",0,26,563,4,0,4,5,4,4,4,4,1,5,4,3,5,4,0,0,1,0,0,1,0,4
"2062",0,42,224,2,2,2,3,3,2,3,3,4,4,4,3,5,3,9,37,1,0,1,0,0,2
"2065",0,34,821,3,3,3,3,4,3,4,4,4,2,3,1,2,4,0,0,1,0,0,1,0,4
"2071",0,29,343,1,1,1,2,2,1,4,2,1,3,3,4,3,2,0,0,1,0,0,1,0,2
"2074",1,17,247,3,4,3,3,2,3,2,2,3,3,4,4,4,2,0,0,1,0,0,1,0,2
"2077",0,30,2556,4,4,4,5,4,4,4,5,3,5,5,4,3,4,0,1,1,0,1,0,0,3
"2087",1,36,1476,3,3,3,1,2,3,2,2,5,5,5,4,4,2,0,0,1,0,1,0,0,1
"2089",0,46,2288,2,3,3,3,2,5,5,5,5,5,4,5,3,5,0,10,1,0,1,0,0,3
"2091",0,33,395,3,3,3,5,4,3,5,4,3,4,5,4,5,4,2,0,1,0,1,0,0,2
"2094",0,39,369,1,1,1,5,1,1,1,1,1,5,1,2,3,1,0,0,1,0,1,0,0,2
"2097",0,23,216,1,0,1,3,1,1,1,1,1,2,2,4,3,1,0,2,1,0,0,1,0,2
"2098",1,56,164,4,2,4,4,3,4,3,3,3,2,3,2,3,3,54,49,1,0,0,1,0,2
"2109",0,27,728,2,2,2,4,5,2,5,5,1,4,3,1,4,5,1,0,1,0,0,1,0,4
"2112",1,24,715,4,5,4,3,4,4,4,4,3,5,5,4,4,4,18,7,1,0,1,0,0,4
"2113",0,36,337,3,3,3,2,5,3,5,5,3,4,4,3,4,5,0,0,1,0,1,0,0,2
"2127",1,42,447,2,4,2,3,2,2,2,4,3,3,3,2,1,2,145,129,1,0,0,1,0,2
"2132",0,16,169,2,0,1,5,2,1,2,2,2,2,1,1,5,2,0,0,1,0,0,1,0,2
"2141",0,11,885,2,2,2,3,4,2,4,4,5,2,4,3,4,4,0,0,1,0,0,1,0,4
"2143",1,41,2611,2,2,2,3,5,2,5,5,1,4,3,2,3,5,0,0,1,0,1,0,0,3
"2156",0,22,265,0,3,0,2,4,0,4,4,2,3,1,1,3,4,35,29,1,0,1,0,0,2
"2172",0,42,967,3,3,3,4,2,3,2,2,2,2,1,1,1,2,101,106,1,0,0,1,0,4
"2175",1,28,669,3,3,3,3,3,3,4,3,2,1,3,1,3,3,0,0,1,0,0,1,0,4
"2191",0,26,522,1,0,1,1,2,1,2,2,5,5,1,1,1,2,62,57,1,0,0,1,0,4
"2194",0,35,731,3,3,3,4,4,3,4,4,5,3,5,5,5,4,0,39,1,0,1,0,0,4
"2197",0,23,991,3,2,2,3,2,2,2,2,3,3,4,4,5,2,0,0,1,0,0,1,0,1
"2217",0,48,867,3,3,3,3,5,3,5,5,4,4,3,5,5,5,0,0,1,0,0,0,1,4
"2219",0,16,1242,4,5,4,2,4,4,1,4,4,2,5,5,4,4,0,0,0,1,0,1,0,1
"2221",0,17,1090,4,1,4,3,2,4,2,2,5,2,4,5,4,2,17,4,1,0,1,0,0,1
"2223",0,25,1521,5,5,5,3,5,4,4,5,4,5,4,4,5,4,315,302,1,0,1,0,0,1
"2226",1,18,679,5,3,4,3,2,4,2,2,5,4,5,5,4,2,0,0,1,0,1,0,0,4
"2235",0,29,1045,3,4,4,3,2,4,2,2,1,1,4,2,4,2,0,0,1,0,0,1,0,1
"2258",0,25,594,3,5,3,3,5,3,5,5,3,2,4,4,4,5,0,8,1,0,1,0,0,4
"2269",1,50,1012,2,2,2,3,3,2,4,3,4,5,4,5,5,3,40,27,1,0,1,0,0,1
"2272",0,10,594,3,0,3,2,4,3,4,4,4,4,1,1,5,4,5,2,1,0,0,1,0,4
"2279",0,59,102,4,3,4,5,1,4,1,1,1,3,1,5,1,1,0,0,1,0,0,1,0,2
"2281",1,23,562,3,0,4,3,4,4,4,4,5,5,4,5,4,4,12,11,1,0,0,1,0,4
"2295",1,23,519,5,1,5,3,4,5,5,4,5,3,5,3,4,4,2,0,1,0,0,1,0,4
"2296",0,18,1225,5,0,5,5,2,5,2,2,1,1,2,2,5,2,0,5,1,0,0,0,1,1
"2302",0,13,1144,3,3,3,3,4,3,4,4,2,1,4,4,3,4,0,12,1,0,0,1,0,1
"2312",1,29,550,4,2,4,2,3,4,3,3,4,4,2,2,3,3,49,34,1,0,0,1,0,4
"2320",0,30,772,3,3,3,4,5,3,5,5,2,3,4,1,3,5,25,49,1,0,0,1,0,4
"2330",0,18,889,3,3,3,2,5,3,4,5,3,2,3,3,2,5,98,98,1,0,0,1,0,4
"2332",1,38,583,3,4,2,3,2,2,2,2,4,2,4,2,3,2,70,50,1,0,0,1,0,4
"2336",1,30,463,4,0,3,4,3,3,3,3,4,2,3,4,2,3,6,17,1,0,0,1,0,2
"2343",0,23,651,3,1,3,2,3,2,2,4,1,2,2,2,1,2,217,218,1,0,0,1,0,4
"2351",0,26,693,3,3,3,3,3,3,3,3,5,5,1,1,1,3,0,0,1,0,0,1,0,4
"2354",0,24,1233,4,4,4,1,4,5,5,4,5,4,4,5,1,5,0,0,1,0,0,1,0,1
"2359",0,36,719,2,2,2,2,5,2,5,5,4,4,4,3,5,5,7,2,1,0,1,0,0,4
"2360",1,24,448,3,0,3,2,2,3,4,2,1,4,4,1,4,2,2,9,1,0,0,1,0,2
"2361",0,44,257,3,3,3,3,4,3,4,4,4,3,4,4,3,4,20,7,1,0,1,0,0,2
"2363",0,38,590,5,5,5,3,5,5,5,5,4,4,5,3,5,5,0,0,1,0,1,0,0,4
"2377",0,8,1313,4,4,4,1,5,4,5,5,4,5,4,5,5,5,3,0,1,0,1,0,0,1
"2381",0,30,1346,3,3,3,2,4,3,4,4,4,4,2,4,2,4,0,0,1,0,0,1,0,1
"2382",0,24,829,2,2,2,3,4,2,5,4,2,2,3,2,2,4,12,12,1,0,0,1,0,4
"2383",0,20,250,2,0,2,3,4,2,4,4,5,4,3,1,4,4,0,0,1,0,0,1,0,2
"2386",0,23,606,4,0,4,2,5,4,4,5,3,2,4,3,4,5,64,68,1,0,0,1,0,4
"2387",0,25,500,3,4,3,2,3,3,3,3,3,4,5,5,5,3,0,0,1,0,1,0,0,2
"2401",0,20,368,5,0,5,4,4,5,4,4,3,2,4,3,4,4,22,23,1,0,1,0,0,2
"2408",1,24,678,4,4,4,1,2,4,2,2,5,1,4,1,5,2,0,0,1,0,0,1,0,4
"2412",1,61,237,5,5,5,5,3,5,3,3,3,5,5,3,4,3,0,0,1,0,1,0,0,2
"2414",0,37,355,1,5,0,2,3,0,3,3,2,5,2,1,1,3,0,0,1,0,0,1,0,2
"2417",1,25,1010,2,2,2,4,1,2,1,1,5,5,5,5,4,1,0,0,1,0,0,1,0,1
"2427",1,27,1144,1,1,1,4,3,1,3,3,4,3,4,5,4,3,25,16,1,0,1,0,0,1
"2430",1,39,1346,2,3,3,2,1,3,1,1,3,4,5,5,4,1,0,0,1,0,1,0,0,1
"2434",0,23,358,2,0,3,3,4,3,1,4,1,1,5,4,3,4,0,0,1,0,0,1,0,2
"2437",0,41,323,2,2,2,3,2,2,4,2,2,2,3,3,4,2,18,7,1,0,1,0,0,2
"2439",0,37,1046,3,3,3,3,3,3,3,3,3,1,4,5,3,3,0,0,1,0,0,1,0,1
"2447",1,22,1389,2,2,2,5,5,2,5,5,5,2,4,4,5,5,0,0,1,0,0,1,0,1
"2449",1,61,347,3,3,3,3,4,3,5,4,5,4,4,3,4,4,0,0,1,0,1,0,0,2
"2451",1,33,731,1,1,1,1,4,1,4,4,4,2,5,3,5,4,0,1,1,0,1,0,0,4
"2457",1,17,1034,2,2,2,4,3,2,3,3,5,5,5,2,3,3,15,0,1,0,0,1,0,1
"2461",0,22,223,1,4,1,3,5,1,5,5,2,2,4,2,3,5,0,0,1,0,0,1,0,2
"2468",0,23,859,5,5,5,1,5,5,5,5,3,2,4,4,5,5,0,4,1,0,0,1,0,4
"2470",0,25,678,4,4,4,3,4,4,4,4,2,4,4,3,4,4,0,12,1,0,0,1,0,4
"2475",0,21,429,1,2,1,3,1,1,5,1,2,4,3,2,4,1,92,96,1,0,0,1,0,2
"2487",0,20,209,3,3,3,3,4,3,4,4,5,5,3,2,3,4,24,14,1,0,0,1,0,2
"2490",1,59,409,4,2,4,4,3,4,3,3,3,4,5,3,5,3,0,5,1,0,0,1,0,2
"2492",1,28,1226,3,3,3,4,3,3,3,3,3,2,5,4,1,3,15,17,1,0,0,1,0,1
"2509",0,25,1189,2,2,2,2,1,2,1,1,3,4,2,2,2,1,0,0,1,0,0,1,0,1
"2510",0,13,1205,0,5,0,2,3,0,3,3,3,2,4,4,4,3,9,1,1,0,1,0,0,1
"2520",1,37,144,4,4,4,5,1,4,1,1,4,5,5,3,4,1,0,0,1,0,1,0,0,2
"2524",0,36,449,3,2,3,4,3,3,2,3,2,3,3,2,4,3,0,0,1,0,0,1,0,2
"2533",0,17,110,1,1,1,3,5,1,5,5,1,3,3,3,3,5,0,0,1,0,0,1,0,2
"2535",1,27,733,3,3,3,3,5,3,5,5,3,4,3,4,2,5,29,22,1,0,1,0,0,4
"2547",1,37,745,3,3,3,4,5,3,5,5,2,5,3,3,3,5,92,68,1,0,0,1,0,4
"2550",0,21,1216,4,4,4,3,4,4,4,4,5,2,3,4,4,4,0,0,1,0,0,1,0,1
"2561",0,49,1132,5,5,5,5,3,5,3,3,3,3,4,3,4,3,28,1,1,0,1,0,0,1
"2564",1,23,581,4,2,4,3,2,4,1,2,1,1,2,2,3,2,9,0,1,0,0,1,0,4
"2567",1,25,1145,0,0,0,4,3,0,3,3,3,2,4,5,5,3,0,0,1,0,1,0,0,1
"2577",0,25,102,2,0,2,4,1,2,1,1,2,3,3,1,4,1,0,0,1,0,0,1,0,2
"2578",0,22,1249,2,2,2,3,4,2,4,4,3,3,3,3,4,4,0,15,1,0,0,1,0,1
"2588",0,29,1262,2,2,2,2,4,2,3,4,5,3,4,5,5,4,0,0,1,0,1,0,0,1
"2593",0,21,556,3,0,3,1,3,3,3,3,3,2,2,5,5,3,58,70,1,0,0,1,0,4
"2594",1,42,735,2,2,2,3,5,2,5,5,5,3,5,3,4,5,7,0,1,0,1,0,0,4
"2601",0,22,233,0,0,0,1,2,0,2,2,5,1,4,5,5,2,19,18,1,0,0,1,0,2
"2605",0,22,1325,3,3,3,1,4,3,4,4,4,4,4,5,5,4,0,0,1,0,0,1,0,1
"2607",0,13,1276,4,3,4,3,5,4,5,5,5,2,3,1,5,5,39,26,0,1,0,1,0,1
"2608",1,55,135,3,0,2,1,1,2,1,1,5,1,3,3,3,1,2,0,1,0,0,1,0,2
"2609",0,19,752,3,3,3,4,2,3,2,2,4,2,4,1,3,2,0,0,1,0,0,1,0,4
"2617",0,23,550,5,0,5,1,2,5,2,2,3,4,4,5,5,2,0,0,1,0,1,0,0,4
"2620",1,22,808,0,5,0,1,3,0,3,3,3,4,4,3,5,3,0,7,1,0,1,0,0,4
"2623",1,23,247,4,5,4,5,5,4,5,5,4,2,4,3,4,5,80,76,1,0,1,0,0,2
"2626",1,26,147,1,5,1,3,4,1,4,4,4,5,1,5,3,4,30,14,1,0,0,1,0,2
"2627",1,34,697,2,2,2,4,2,2,2,2,4,4,3,4,4,2,0,0,1,0,1,0,0,4
"2628",1,37,646,4,3,4,3,5,4,5,5,2,5,3,3,4,5,0,0,1,0,0,1,0,4
"2629",1,45,808,4,4,4,4,1,4,1,1,5,5,4,5,5,1,0,0,1,0,1,0,0,4
"2631",0,20,158,2,3,2,3,4,2,4,4,1,2,3,3,3,4,20,23,1,0,0,1,0,2
"2635",1,24,669,0,0,0,2,4,0,4,4,5,5,5,3,5,4,10,4,1,0,0,1,0,4
"2639",0,37,1162,1,1,1,3,2,1,5,2,4,4,5,4,5,2,9,13,1,0,0,0,1,1
"2642",0,24,158,2,0,2,2,2,2,2,2,3,3,4,4,5,2,0,35,1,0,0,0,1,2
"2646",1,22,267,2,4,1,3,2,1,2,2,5,2,4,4,4,2,14,8,1,0,0,1,0,2
"2650",0,21,306,1,4,1,3,5,1,5,5,2,1,4,4,4,5,0,0,1,0,0,1,0,2
"2683",0,26,157,3,3,3,4,3,4,4,3,3,3,4,4,3,4,165,184,1,0,0,1,0,2
"2693",0,22,684,4,0,4,2,2,4,2,2,5,4,4,5,4,2,40,46,1,0,1,0,0,4
"2722",1,37,621,1,1,1,1,5,1,5,5,4,4,5,4,4,5,0,10,1,0,1,0,0,4
"2730",0,45,480,1,1,1,4,4,1,2,4,4,4,4,3,4,4,56,44,1,0,1,0,0,2
"2732",0,26,181,1,0,1,3,4,1,4,4,5,5,2,3,2,4,4,0,1,0,0,1,0,2
"2739",0,25,762,1,0,1,1,1,1,1,1,4,2,4,4,4,1,0,0,1,0,1,0,0,4
"2746",1,22,821,4,3,3,3,5,3,5,5,4,1,4,2,3,5,3,0,1,0,0,1,0,4
